date,id,habitat,site,video.file,time,species,tl,bite_on,bites
2.12.17,2,Flat,Bird,GP030022,0:26:31,Ecsenius stictus,3,Propagules,12
2.12.17,2,Flat,Bird,GP030022,,Ecsenius stictus,3,Turf,10
2.12.17,2,Flat,Bird,GP040022,0:26:31,Ecsenius stictus,3,Propagules,11
2.12.17,2,Flat,Bird,GP040022,,Ecsenius stictus,3,Propagules,4
2.12.17,2,Flat,Bird,GP040022,,Ecsenius stictus,3,Turf,25
2.12.17,2,Flat,Bird,GP040022,,Salarias fasciatus,10,Turf,1
2.12.17,2,Flat,Bird,GP040022,,Ecsenius stictus,3,Propagules,27
2.12.17,2,Flat,Bird,GP040022,,Ecsenius stictus,3,Turf,12
2.12.17,2,Flat,Bird,GP040022,,Ecsenius stictus,3,Turf,27
2.12.17,2,Flat,Bird,GP040022,,Stegastes nigricans,5,Turf,1
2.12.17,2,Flat,Bird,GP040022,,Ecsenius stictus,3,Turf,28
2.12.17,2,Flat,Bird,GP040022,,Ecsenius stictus,3,Turf,8
2.12.17,2,Flat,Bird,GP040022,,Ecsenius stictus,3,Turf,22
2.12.17,2,Flat,Bird,GP040022,,Ecsenius stictus,3,Turf,24
2.12.17,2,Flat,Bird,GP050022,0:26:31,Ecsenius stictus,3,Turf,14
2.12.17,2,Flat,Bird,GP050022,,Ecsenius stictus,3,Turf,15
2.12.17,2,Flat,Bird,GP050022,,Ecsenius stictus,3,Turf,11
2.12.17,2,Flat,Bird,GP050022,,Ecsenius stictus,3,Turf,27
2.12.17,2,Flat,Bird,GP050022,,Ecsenius stictus,3,Turf,26
2.12.17,2,Flat,Bird,GP050022,,Ecsenius stictus,3,Turf,25
2.12.17,2,Flat,Bird,GP050022,,Stegastes nigricans,5,Propagules,2
2.12.17,2,Flat,Bird,GP050022,,Ecsenius stictus,3,Propagules,17
2.12.17,2,Flat,Bird,GP060022,0:26:31,Stegastes nigricans,5,Turf,4
2.12.17,2,Flat,Bird,GP060022,,Ecsenius stictus,3,Turf,11
2.12.17,2,Flat,Bird,GP060022,,Ecsenius stictus,3,Turf,6
2.12.17,2,Flat,Bird,GP060022,,Stegastes nigricans,5,Turf,2
2.12.17,2,Flat,Bird,GP060022,,Ecsenius stictus,3,Propagules,31
2.12.17,2,Flat,Bird,GP060022,,Ecsenius stictus,2,Turf,8
2.12.17,2,Flat,Bird,GP060022,,Ecsenius stictus,3,Propagules,29
2.12.17,2,Flat,Bird,GP060022,,Ecsenius stictus,2,Turf,15
2.12.17,2,Flat,Bird,GP060022,,Salarias fasciatus,10,Turf,12
2.12.17,2,Flat,Bird,GP060022,,Ecsenius stictus,4,Turf,15
2.12.17,2,Flat,Bird,GP060022,,Ecsenius stictus,4,Turf,24
2.12.17,2,Flat,Bird,GP060022,,Ecsenius stictus,3,Propagules,10
2.12.17,2,Flat,Bird,GP060022,,Stegastes nigricans,5,Turf,2
2.12.17,2,Flat,Bird,GP070022,0:19:51,Ecsenius stictus,3,Turf,24
2.12.17,2,Flat,Bird,GP070022,,Ecsenius stictus,3,Turf,23
2.12.17,2,Flat,Bird,GP070022,,Ecsenius stictus,3,Propagules,5
2.12.17,2,Flat,Bird,GP070022,,Stegastes nigricans,5,Turf,3
2.12.17,2,Flat,Bird,GP070022,,Stegastes nigricans,5,Propagules,1
2.12.17,3,Flat,Bird,GOPR0143,0:26:14,,,,
2.12.17,3,Flat,Bird,GP010143,0:26:14,,,,
2.12.17,3,Flat,Bird,GP020143,0:26:14,,,,
2.12.17,3,Flat,Bird,GP030143,0:26:14,,,,
2.12.17,3,Flat,Bird,GP040143,0:26:14,,,,
2.12.17,3,Flat,Bird,GP050143,0:26:14,,,,
2.12.17,3,Flat,Bird,GP060143,0:26:14,,,,
2.12.17,3,Flat,Bird,GP070143,0:24:30,,,,
2.12.17,4,Flat,Bird,GOPR0047,0:26:31,Ecsenius stictus,3,Propagules,44
2.12.17,4,Flat,Bird,GOPR0047,,Ecsenius stictus,2,Propagules,3
2.12.17,4,Flat,Bird,GP010047,0:26:31,Ecsenius stictus,3,Propagules,7
2.12.17,4,Flat,Bird,GP010047,,Ecsenius stictus,3,Turf,6
2.12.17,4,Flat,Bird,GP010047,,Ecsenius stictus,3,Propagules,25
2.12.17,4,Flat,Bird,GP020047,0:26:31,Ecsenius stictus,3,Turf,38
2.12.17,4,Flat,Bird,GP020047,,Ecsenius stictus,3,Propagules,25
2.12.17,4,Flat,Bird,GP020047,,Ecsenius stictus,3,Turf,30
2.12.17,4,Flat,Bird,GP030047,0:26:31,Ecsenius stictus,3,Turf,70
2.12.17,4,Flat,Bird,GP030047,,Ecsenius stictus,3,Turf,13
2.12.17,4,Flat,Bird,GP040047,0:26:31,Ecsenius stictus,3,Turf,8
2.12.17,4,Flat,Bird,GP040047,,Ecsenius stictus,3,Propagules,4
2.12.17,4,Flat,Bird,GP040047,,Ecsenius stictus,3,Turf,11
2.12.17,4,Flat,Bird,GP040047,,Dischistodus pseudochrysopoecilus,7,Turf,2
2.12.17,4,Flat,Bird,GP050047,0:26:31,Ecsenius stictus,3,Turf,5
2.12.17,4,Flat,Bird,GP050047,,Ecsenius stictus,3,Propagules,3
2.12.17,4,Flat,Bird,GP050047,,Ecsenius stictus,3,Propagules,33
2.12.17,4,Flat,Bird,GP050047,,Ecsenius stictus,3,Turf,11
2.12.17,4,Flat,Bird,GP060047,0:26:31,Ecsenius stictus,3,Turf,8
2.12.17,4,Flat,Bird,GP060047,,Ecsenius stictus,3,Propagules,3
2.12.17,4,Flat,Bird,GP060047,,Ecsenius stictus,3,Propagules,25
2.12.17,4,Flat,Bird,GP060047,,Ecsenius stictus,3,Turf,26
2.12.17,4,Flat,Bird,GP060047,,Ecsenius stictus,3,Propagules,10
2.12.17,4,Flat,Bird,GP060047,,Ecsenius stictus,3,Propagules,60
2.12.17,4,Flat,Bird,GP060047,,Ecsenius stictus,3,Turf,10
2.12.17,4,Flat,Bird,GP070047,0:21:35,Ecsenius stictus,3,Turf,38
2.12.17,4,Flat,Bird,GP070047,,Ecsenius stictus,3,Turf,29
2.12.17,4,Flat,Bird,GP070047,,Ecsenius stictus,3,Propagules,12
2.12.17,4,Flat,Bird,GP070047,,Ecsenius stictus,3,Turf,28
2.12.17,4,Flat,Bird,GP070047,,Ecsenius stictus,3,Propagules,28
2.12.17,4,Flat,Bird,GP070047,,Ecsenius stictus,3,Turf,23
2.12.17,4,Flat,Bird,GP070047,,Ecsenius stictus,3,Propagules,20
2.12.17,4,Flat,Bird,GP070047,,Ecsenius stictus,3,Turf,17
2.12.17,6,Flat,South,GOPR0001,0:26:16,Ecsenius stictus,3,Turf,21
2.12.17,6,Flat,South,GOPR0001,,Ecsenius stictus,3,Turf,11
2.12.17,6,Flat,South,GP010001,0:26:16,,,,
2.12.17,6,Flat,South,GP020001,0:26:16,Ecsenius stictus,3,Turf,19
2.12.17,6,Flat,South,GP030001,0:26:16,Ecsenius stictus,3,Turf,19
2.12.17,6,Flat,South,GP040001,0:26:16,Ecsenius stictus,3,Turf,24
2.12.17,6,Flat,South,GP040001,,Ecsenius stictus,3,Propagules,17
2.12.17,6,Flat,South,GP050001,0:26:16,Pomacentrus chrysurus,6,Turf,2
2.12.17,6,Flat,South,GP050001,,Ecsenius stictus,3,Turf,3
2.12.17,6,Flat,South,GP050001,,Ecsenius stictus,3,Propagules,5
2.12.17,6,Flat,South,GP050001,,Ecsenius stictus,3,Turf,12
2.12.17,6,Flat,South,GP050001,,Ecsenius stictus,3,Turf,12
2.12.17,6,Flat,South,GP060001,0:26:16,Ecsenius stictus,3,Turf,7
2.12.17,6,Flat,South,GP070001,0:26:16,Ecsenius stictus,3,Turf,18
2.12.17,6,Flat,South,GP070001,,Ecsenius stictus,3,Turf,27
2.12.17,6,Flat,South,GP070001,,Ecsenius stictus,3,Turf,30
2.12.17,8,Flat,South,GOPR0033,0:26:31,Ecsenius stictus,3,Propagules,25
2.12.17,8,Flat,South,GOPR0033,,Ecsenius stictus,3,Turf,22
2.12.17,8,Flat,South,GOPR0033,,Ecsenius stictus,3,Turf,9
2.12.17,8,Flat,South,GOPR0033,,Ecsenius stictus,3,Turf,5
2.12.17,8,Flat,South,GP010033,0:26:31,Ecsenius stictus,3,Turf,55
2.12.17,8,Flat,South,GP010033,,Ecsenius stictus,3,Turf,17
2.12.17,8,Flat,South,GP010033,,Ecsenius stictus,3,Propagules,12
2.12.17,8,Flat,South,GP010033,,Ecsenius stictus,3,Propagules,37
2.12.17,8,Flat,South,GP020033,0:26:31,Ecsenius stictus,3,Propagules,13
2.12.17,8,Flat,South,GP020033,,Ecsenius stictus,3,Turf,36
2.12.17,8,Flat,South,GP020033,,Ecsenius stictus,3,Turf,22
2.12.17,8,Flat,South,GP020033,,Pomacentrus chrysurus,5,Propagules,1
2.12.17,8,Flat,South,GP020033,,Ecsenius stictus,3,Turf,37
2.12.17,8,Flat,South,GP030033,0:26:31,Ecsenius stictus,3,Turf,16
2.12.17,8,Flat,South,GP030033,,Pomacentrus wardi,3,Turf,9
2.12.17,8,Flat,South,GP030033,,Ecsenius stictus,3,Turf,7
2.12.17,8,Flat,South,GP030033,,Ecsenius stictus,3,Turf,18
2.12.17,8,Flat,South,GP030033,,Ecsenius stictus,3,Turf,10
2.12.17,8,Flat,South,GP030033,,Pomacentrus wardi,3,Turf,4
2.12.17,8,Flat,South,GP030033,,Ecsenius stictus,3,Turf,11
2.12.17,8,Flat,South,GP040033,0:26:31,Ecsenius stictus,3,Turf,7
2.12.17,8,Flat,South,GP040033,,Pomacentrus wardi,3,Turf,20
2.12.17,8,Flat,South,GP040033,,Pomacentrus wardi,3,Turf,7
2.12.17,8,Flat,South,GP040033,,Pomacentrus wardi,3,Turf,19
2.12.17,8,Flat,South,GP040033,,Pomacentrus wardi,3,Propagules,3
2.12.17,8,Flat,South,GP040033,,Ecsenius stictus,3,Turf,17
2.12.17,8,Flat,South,GP040033,,Ecsenius stictus,3,Turf,13
2.12.17,8,Flat,South,GP050033,0:26:31,Pomacentrus wardi,3,Turf,3
2.12.17,8,Flat,South,GP060033,0:26:31,Pomacentrus chrysurus,5,Turf,1
2.12.17,8,Flat,South,GP070033,0:18:43,,,,
2.12.17,9,Flat,South,GOPR0163,0:26:31,,,,
2.12.17,9,Flat,South,GP010163,0:26:31,Stegastes apicalis,10,Propagules,1
2.12.17,9,Flat,South,GP020163,0:26:31,,,,
2.12.17,9,Flat,South,GP030163,0:26:31,,,,
2.12.17,9,Flat,South,GP040163,0:26:31,,,,
2.12.17,9,Flat,South,GP050163,0:26:31,,,,
2.12.17,9,Flat,South,GP060163,0:26:31,,,,
2.12.17,9,Flat,South,GP070163,0:19:46,,,,
2.12.17,10,Flat,South,GOPR0001,0:26:16,,,,
2.12.17,10,Flat,South,GP010001,0:26:16,,,,
2.12.17,10,Flat,South,GP020001,0:26:16,,,,
2.12.17,10,Flat,South,GP030001,0:26:16,,,,
2.12.17,10,Flat,South,GP040001,0:26:16,,,,
2.12.17,10,Flat,South,GP050001,0:26:16,Stegastes apicalis,10,Turf,1
2.12.17,10,Flat,South,GP060001,0:26:16,,,,
2.12.17,10,Flat,South,GP070001,0:19:57,,,,
2.12.17,11,Crest,Bird,GOPR0345,0:26:31,,,,
2.12.17,11,Crest,Bird,GP010345,0:26:31,Scarus schlegeli,25,Turf,16
2.12.17,11,Crest,Bird,GP010345,,Scarus schlegeli,25,Turf,15
2.12.17,11,Crest,Bird,GP020345,0:26:31,Scarus schlegeli,25,Turf,9
2.12.17,11,Crest,Bird,GP020345,,Scarus schlegeli,25,Propagules,6
2.12.17,11,Crest,Bird,GP020345,,Scarus schlegeli,25,Propagules,14
2.12.17,11,Crest,Bird,GP020345,,Scarus schlegeli,25,Propagules,7
2.12.17,11,Crest,Bird,GP020345,,Scarus schlegeli,25,Propagules,14
2.12.17,11,Crest,Bird,GP020345,,Scarus schlegeli,25,Propagules,17
2.12.17,11,Crest,Bird,GP020345,,Scarus schlegeli,25,Turf,18
2.12.17,11,Crest,Bird,GP020345,,Scarus schlegeli,25,Turf,12
2.12.17,11,Crest,Bird,GP020345,,Scarus schlegeli,25,Propagules,3
2.12.17,11,Crest,Bird,GP020345,,Scarus schlegeli,25,Turf,4
2.12.17,11,Crest,Bird,GP020345,,Scarus schlegeli,25,Propagules,2
2.12.17,11,Crest,Bird,GP020345,,Scarus schlegeli,25,Turf,8
2.12.17,11,Crest,Bird,GP020345,,Scarus schlegeli,25,Propagules,9
2.12.17,11,Crest,Bird,GP020345,,Scarus schlegeli,25,Turf,15
2.12.17,11,Crest,Bird,GP020345,,Scarus schlegeli,25,Propagules,10
2.12.17,11,Crest,Bird,GP030345,0:26:31,,,,
2.12.17,11,Crest,Bird,GP040345,0:26:31,Scarus schlegeli,25,Propagules,4
2.12.17,11,Crest,Bird,GP040345,,Scarus schlegeli,25,Turf,2
2.12.17,11,Crest,Bird,GP050345,0:26:31,,,,
2.12.17,11,Crest,Bird,GP060345,0:26:31,,,,
2.12.17,11,Crest,Bird,GP070345,0:15:15,Ecsenius stictus,3,Turf,25
2.12.17,12,Crest,Bird,GOPR0154,1:04:31,Ctenochaetus striatus,10,Propagules,1
2.12.17,12,Crest,Bird,GOPR0154,,Acanthurus dussumieri,25,Turf,1
2.12.17,12,Crest,Bird,GOPR0154,,Ecsenius stictus,3,Turf,22
2.12.17,12,Crest,Bird,GOPR0154,,Ecsenius stictus,3,Turf,29
2.12.17,12,Crest,Bird,GOPR0154,,Ecsenius stictus,3,Turf,27
2.12.17,12,Crest,Bird,GOPR0154,,Ecsenius stictus,3,Turf,33
2.12.17,12,Crest,Bird,GOPR0154,,Ecsenius stictus,3,Turf,29
2.12.17,12,Crest,Bird,GOPR0154,,Ecsenius stictus,3,Propagules,4
2.12.17,12,Crest,Bird,GOPR0154,,Ecsenius stictus,3,Turf,6
2.12.17,12,Crest,Bird,GO010154,1:03:48,Scarus schlegeli,25,Turf,1
2.12.17,12,Crest,Bird,GO010154,,Scarus schlegeli,25,Propagules,6
2.12.17,12,Crest,Bird,GO020154,1:04:31,Ecsenius stictus,3,Turf,45
2.12.17,12,Crest,Bird,GO020154,,Ecsenius stictus,3,Turf,15
2.12.17,12,Crest,Bird,GO020154,,Ecsenius stictus,3,Turf,44
2.12.17,12,Crest,Bird,GO020154,,Ecsenius stictus,3,Turf,28
2.12.17,12,Crest,Bird,GO020154,,Ecsenius stictus,3,Turf,18
2.12.17,12,Crest,Bird,GO020154,,Scarus schlegeli,25,Propagules,4
2.12.17,12,Crest,Bird,GO020154,,Scarus schlegeli,25,Turf,2
2.12.17,12,Crest,Bird,GO020154,,Ecsenius stictus,3,Propagules,9
2.12.17,12,Crest,Bird,GO020154,,Ecsenius stictus,3,Turf,19
2.12.17,12,Crest,Bird,GO020154,,Ecsenius stictus,3,Propagules,33
2.12.17,12,Crest,Bird,GO030154,0:09:03,Ecsenius stictus,3,Propagules,8
2.12.17,12,Crest,Bird,GO030154,,Ecsenius stictus,3,Propagules,30
2.12.17,12,Crest,Bird,GO030154,,Ecsenius stictus,3,Turf,5
2.12.17,12,Crest,Bird,GO030154,,Ecsenius stictus,3,Propagules,27
2.12.17,14,Crest,Bird,GOPR0198,1:04:34,Ecsenius yaeyamaensis,4,Turf,4
2.12.17,14,Crest,Bird,GOPR0198,,Ecsenius yaeyamaensis,4,Turf,1
2.12.17,14,Crest,Bird,GOPR0198,,Ecsenius yaeyamaensis,4,Propagules,11
2.12.17,14,Crest,Bird,GOPR0198,,Ecsenius yaeyamaensis,4,Turf,16
2.12.17,14,Crest,Bird,GO010198,1:04:34,Ecsenius yaeyamaensis,4,Propagules,12
2.12.17,14,Crest,Bird,GO010198,,Ecsenius yaeyamaensis,4,Turf,10
2.12.17,14,Crest,Bird,GO020198,1:04:34,Ecsenius yaeyamaensis,4,Turf,18
2.12.17,14,Crest,Bird,GO020198,,Ecsenius yaeyamaensis,4,Propagules,2
2.12.17,14,Crest,Bird,GO030198,0:07:35,Ecsenius yaeyamaensis,4,Propagules,5
2.12.17,15,Crest,Bird,GOPR0001,0:26:14,Ctenochaetus striatus,12,Propagules,15
2.12.17,15,Crest,Bird,GOPR0001,,Ecsenius stictus,3,Turf,32
2.12.17,15,Crest,Bird,GOPR0001,,Ctenochaetus striatus,12,Propagules,9
2.12.17,15,Crest,Bird,GOPR0001,,Ctenochaetus striatus,12,Turf,7
2.12.17,15,Crest,Bird,GOPR0001,,Ecsenius stictus,2,Propagules,3
2.12.17,15,Crest,Bird,GP010001,0:26:14,Ecsenius stictus,2,Turf,13
2.12.17,15,Crest,Bird,GP010001,,Ecsenius stictus,2,Propagules,4
2.12.17,15,Crest,Bird,GP010001,,Ecsenius stictus,2,Turf,29
2.12.17,15,Crest,Bird,GP010001,,Ecsenius stictus,2,Propagules,10
2.12.17,15,Crest,Bird,GP010001,,Ecsenius stictus,2,Turf,30
2.12.17,15,Crest,Bird,GP020001,0:26:14,Ecsenius stictus,2,Turf,26
2.12.17,15,Crest,Bird,GP020001,,Ecsenius stictus,2,Propagules,25
2.12.17,15,Crest,Bird,GP020001,,Ctenochaetus striatus,12,Propagules,3
2.12.17,15,Crest,Bird,GP020001,,Ecsenius stictus,2,Turf,14
2.12.17,15,Crest,Bird,GP020001,,Pomacentrus wardi,6,Turf,1
2.12.17,15,Crest,Bird,GP030001,0:26:14,Ecsenius stictus,2,Turf,3
2.12.17,15,Crest,Bird,GP030001,,Ctenochaetus striatus,12,Propagules,4
2.12.17,15,Crest,Bird,GP030001,,Pomacentrus wardi,6,Turf,2
2.12.17,15,Crest,Bird,GP030001,,Ctenochaetus striatus,12,Turf,2
2.12.17,15,Crest,Bird,GP040001,0:26:14,Ctenochaetus striatus,12,Propagules,12
2.12.17,15,Crest,Bird,GP040001,,Ctenochaetus striatus,12,Turf,13
2.12.17,15,Crest,Bird,GP040001,,Ctenochaetus striatus,12,Turf,13
2.12.17,15,Crest,Bird,GP040001,,Ecsenius stictus,2,Turf,1
2.12.17,15,Crest,Bird,GP050001,0:26:14,Ecsenius stictus,2,Propagules,18
2.12.17,15,Crest,Bird,GP050001,,Scarus schlegeli,25,Turf,3
2.12.17,15,Crest,Bird,GP050001,,Ecsenius stictus,2,Turf,11
2.12.17,15,Crest,Bird,GP060001,0:26:14,Ecsenius stictus,2,Turf,3
2.12.17,15,Crest,Bird,GP060001,,Ecsenius stictus,2,Turf,15
2.12.17,15,Crest,Bird,GP060001,,Ecsenius stictus,2,Propagules,4
2.12.17,15,Crest,Bird,GP070001,0:17:42,Ctenochaetus striatus,12,Propagules,4
2.12.17,15,Crest,Bird,GP070001,,Ctenochaetus striatus,12,Turf,4
2.12.17,16,Crest,South,GOPR0001,0:26:14,,,,
2.12.17,16,Crest,South,GP010001,0:26:14,Ecsenius stictus,3,Propagules,13
2.12.17,16,Crest,South,GP010001,,Ctenochaetus striatus,12,Turf,3
2.12.17,16,Crest,South,GP020001,0:26:14,,,,
2.12.17,16,Crest,South,GP030001,0:26:14,Ecsenius stictus,3,Turf,9
2.12.17,16,Crest,South,GP040001,0:26:14,Ecsenius stictus,3,Turf,17
2.12.17,16,Crest,South,GP040001,,Ecsenius stictus,3,Turf,12
2.12.17,16,Crest,South,GP050001,0:26:14,Ecsenius stictus,3,Turf,11
2.12.17,16,Crest,South,GP050001,,Ecsenius stictus,3,Propagules,9
2.12.17,16,Crest,South,GP050001,,Ecsenius stictus,3,Turf,18
2.12.17,16,Crest,South,GP050001,,Ecsenius stictus,3,Turf,16
2.12.17,16,Crest,South,GP060001,0:26:14,Pomacentrus chrysurus,5,Turf,5
2.12.17,16,Crest,South,GP070001,0:22:26,,,,
2.12.17,17,Crest,South,GOPR0392,0:26:04,Ecsenius stictus,3,Turf,18
2.12.17,17,Crest,South,GOPR0392,,Ecsenius stictus,3,Propagules,6
2.12.17,17,Crest,South,GOPR0392,,Ecsenius stictus,3,Propagules,11
2.12.17,17,Crest,South,GOPR0392,,Ecsenius stictus,2,Propagules,4
2.12.17,17,Crest,South,GOPR0392,,Ecsenius stictus,2,Turf,23
2.12.17,17,Crest,South,GP010392,0:26:04,Ecsenius stictus,2,Turf,6
2.12.17,17,Crest,South,GP010392,,Ecsenius stictus,3,Turf,18
2.12.17,17,Crest,South,GP010392,,Ecsenius stictus,3,Propagules,2
2.12.17,17,Crest,South,GP020392,0:26:04,Ctenochaetus striatus,12,Turf,1
2.12.17,17,Crest,South,GP030392,0:26:04,Ecsenius stictus,3,Propagules,19
2.12.17,17,Crest,South,GP030392,,Ecsenius stictus,3,Propagules,15
2.12.17,17,Crest,South,GP040392,0:26:04,Ctenochaetus striatus,12,Turf,4
2.12.17,17,Crest,South,GP040392,,Ctenochaetus striatus,12,Propagules,1
2.12.17,17,Crest,South,GP040392,,Acanthurus nigrofuscus,12,Turf,2
2.12.17,17,Crest,South,GP050392,0:13:18,Ecsenius stictus,2,Propagules,3
2.12.17,17,Crest,South,GP050392,,Ecsenius stictus,2,Turf,14
2.12.17,17,Crest,South,GP050392,,Ctenochaetus striatus,12,Turf,2
2.12.17,17,Crest,South,GP050392,,Ctenochaetus striatus,12,Propagules,6
2.12.17,18,Crest,South,GOPR0522,0:26:31,Ecsenius stictus,3,Propagules,9
2.12.17,18,Crest,South,GOPR0522,,Scarus schlegeli,18,Turf,3
2.12.17,18,Crest,South,GOPR0522,,Ecsenius stictus,2,Turf,11
2.12.17,18,Crest,South,GOPR0522,,Ecsenius stictus,2,Propagules,2
2.12.17,18,Crest,South,GP010522,0:26:31,,,,
2.12.17,18,Crest,South,GP020522,0:26:31,Ecsenius stictus,2,Turf,11
2.12.17,18,Crest,South,GP020522,,Ecsenius stictus,3,Turf,22
2.12.17,18,Crest,South,GP020522,,Ecsenius stictus,4,Propagules,6
2.12.17,18,Crest,South,GP020522,,Ecsenius stictus,2,Turf,2
2.12.17,18,Crest,South,GP030522,0:26:31,Ecsenius stictus,2,Turf,11
2.12.17,18,Crest,South,GP030522,,Ecsenius stictus,2,Turf,10
2.12.17,18,Crest,South,GP030522,,Ecsenius stictus,2,Turf,8
2.12.17,18,Crest,South,GP030522,,Ecsenius stictus,3,Turf,27
2.12.17,18,Crest,South,GP030522,,Ecsenius stictus,2,Turf,6
2.12.17,18,Crest,South,GP030522,,Ecsenius stictus,2,Turf,8
2.12.17,18,Crest,South,GP040522,0:26:31,Ecsenius stictus,2,Turf,9
2.12.17,18,Crest,South,GP040522,,Ecsenius stictus,2,Turf,13
2.12.17,18,Crest,South,GP040522,,Ecsenius stictus,2,Propagules,8
2.12.17,18,Crest,South,GP040522,,Ecsenius stictus,2,Turf,18
2.12.17,18,Crest,South,GP050522,0:26:31,,,,
2.12.17,18,Crest,South,GP060522,0:26:31,Ecsenius stictus,2,Turf,18
2.12.17,18,Crest,South,GP060522,,Ecsenius stictus,2,Turf,20
2.12.17,18,Crest,South,GP060522,,Ecsenius stictus,2,Turf,21
2.12.17,18,Crest,South,GP060522,,Ecsenius stictus,2,Turf,13
2.12.17,18,Crest,South,GP060522,,Ecsenius stictus,3,Propagules,6
2.12.17,18,Crest,South,GP060522,,Ecsenius stictus,3,Turf,32
2.12.17,18,Crest,South,GP060522,,Ecsenius stictus,3,Propagules,8
2.12.17,18,Crest,South,GP060522,,Ecsenius stictus,3,Turf,13
2.12.17,18,Crest,South,GP060522,,Ecsenius stictus,3,Propagules,13
2.12.17,18,Crest,South,GP060522,,Ecsenius stictus,3,Propagules,12
2.12.17,18,Crest,South,GP070522,0:17:44,Ecsenius stictus,3,Turf,15
2.12.17,18,Crest,South,GP070522,,Ecsenius stictus,3,Propagules,11
2.12.17,18,Crest,South,GP070522,,Ecsenius stictus,2,Turf,25
2.12.17,18,Crest,South,GP070522,,Ecsenius stictus,2,Turf,32
2.12.17,18,Crest,South,GP070522,,Ecsenius stictus,2,Turf,12
2.12.17,18,Crest,South,GP070522,,Ecsenius stictus,2,Turf,24
2.12.17,19,Crest,South,GOPR7338,0:26:31,Ecsenius stictus,4,Turf,24
2.12.17,19,Crest,South,GOPR7338,,Ecsenius stictus,3,Propagules,30
2.12.17,19,Crest,South,GOPR7338,,Ecsenius stictus,3,Turf,36
2.12.17,19,Crest,South,GOPR7338,,Ecsenius stictus,3,Turf,17
2.12.17,19,Crest,South,GOPR7338,,Ecsenius stictus,3,Propagules,7
2.12.17,19,Crest,South,GOPR7338,,Ecsenius stictus,3,Turf,32
2.12.17,19,Crest,South,GOPR7338,,Ecsenius stictus,3,Propagules,22
2.12.17,19,Crest,South,GOPR7338,,Ecsenius stictus,3,Turf,31
2.12.17,19,Crest,South,GOPR7338,,Ecsenius stictus,3,Propagules,20
2.12.17,19,Crest,South,GOPR7338,,Ecsenius stictus,3,Turf,41
2.12.17,19,Crest,South,GOPR7338,,Ecsenius stictus,3,Propagules,18
2.12.17,19,Crest,South,GOPR7338,,Ecsenius stictus,3,Turf,16
2.12.17,19,Crest,South,GP017338,0:26:31,Ecsenius stictus,3,Propagules,18
2.12.17,19,Crest,South,GP017338,,Ecsenius stictus,3,Turf,28
2.12.17,19,Crest,South,GP017338,,Ecsenius stictus,3,Propagules,37
2.12.17,19,Crest,South,GP017338,,Ecsenius stictus,3,Turf,25
2.12.17,19,Crest,South,GP017338,,Ecsenius stictus,3,Propagules,11
2.12.17,19,Crest,South,GP017338,,Ecsenius stictus,3,Turf,36
2.12.17,19,Crest,South,GP017338,,Ecsenius stictus,3,Propagules,16
2.12.17,19,Crest,South,GP017338,,Ecsenius stictus,3,Turf,14
2.12.17,19,Crest,South,GP017338,,Ecsenius stictus,3,Propagules,42
2.12.17,19,Crest,South,GP017338,,Ecsenius stictus,3,Turf,27
2.12.17,19,Crest,South,GP017338,,Ecsenius stictus,3,Propagules,14
2.12.17,19,Crest,South,GP017338,,Ecsenius stictus,3,Turf,4
2.12.17,19,Crest,South,GP027338,0:26:31,Ecsenius stictus,3,Propagules,27
2.12.17,19,Crest,South,GP027338,,Ecsenius stictus,3,Turf,33
2.12.17,19,Crest,South,GP027338,,Ecsenius stictus,3,Propagules,43
2.12.17,19,Crest,South,GP027338,,Ecsenius stictus,3,Turf,28
2.12.17,19,Crest,South,GP037338,0:26:31,Ecsenius stictus,3,Propagules,16
2.12.17,19,Crest,South,GP037338,,Ecsenius stictus,3,Turf,56
2.12.17,19,Crest,South,GP047338,0:26:31,Ecsenius stictus,3,Propagules,6
2.12.17,19,Crest,South,GP047338,,Ecsenius stictus,3,Turf,49
2.12.17,19,Crest,South,GP057338,0:26:31,Pomacentrus chrysurus,6,Turf,6
2.12.17,19,Crest,South,GP057338,,Ecsenius stictus,3,Propagules,6
2.12.17,19,Crest,South,GP057338,,Pomacentrus chrysurus,6,Propagules,1
2.12.17,19,Crest,South,GP067338,0:26:31,Ecsenius stictus,3,Turf,29
2.12.17,19,Crest,South,GP067338,,Ecsenius stictus,3,Propagules,2
2.12.17,19,Crest,South,GP067338,,Ecsenius stictus,3,Turf,19
2.12.17,19,Crest,South,GP067338,,Ecsenius stictus,3,Propagules,32
2.12.17,19,Crest,South,GP067338,,Pomacentrus chrysurus,6,Turf,4
2.12.17,19,Crest,South,GP077338,0:18:25,Ecsenius stictus,3,Turf,28
2.12.17,19,Crest,South,GP077338,,Ecsenius stictus,3,Propagules,12
2.12.17,19,Crest,South,GP077338,,Ecsenius stictus,3,Turf,23
2.12.17,19,Crest,South,GP077338,,Ecsenius stictus,3,Propagules,19
2.12.17,19,Crest,South,GP077338,,Pomacentrus chrysurus,6,Propagules,5
2.12.17,19,Crest,South,GP077338,,Pomacentrus chrysurus,6,Turf,2
3.12.17,1,Flat,Bird,GOPR0001,0:26:16,Pomacentrus chrysurus,6,Turf,2
3.12.17,1,Flat,Bird,GP010001,0:26:16,,,,
